"cg","con","Concept.1","Concept.2","LCH","INTRINSIC_LCH","INTRINSIC_LIN","PATH","INTRINSIC_PATH","WUPALMER","lcs.s.","corpus.lcs","intrinsic.lcs","paths"
"sct-msh","UMNSRS_similarity","C0020676","C0009421",0.595614,0.350404,0.454585,0.166667,0.049544,0.814815,"C0000000|C0012674|C1285159",NA,"C1285159","C0012674=C0020676->C0040128->C0014130->*C0012674*<-C0009421<-C0027765|C1285159=C0020676->C0040128->C0014130->*C1285159*<-C0009421<-C0027765|C0000000=C0020676->C0700502->*C0000000*<-C0009421<-C0041657<-C0221540"
"sct-msh","UMNSRS_similarity","C0021400","C0002403",0.504104,0.233334,0.061278,0.111111,0.028827,0.333333,"C1256741",NA,"C1256741","C1256741=C0021400->C0029342->C0042769->C0012674->*C1256741*<-C0002403<-C2584552<-C0029224<-C0007995"
"sct-msh","UMNSRS_similarity","C0000970","C0020740",0.752052,0.486072,0.707774,0.333333,0.092799,0.909091,"C0242937",NA,"C0242937","C0242937=C0000970->*C0242937*<-C0020740"
"sct-msh","UMNSRS_similarity","C0242706","C0003129",0.687124,0.491479,0.746771,0.25,0.09515,0.842105,"C0037090",NA,"C0037090","C0037090=C0242706->*C0037090*<-C0003129<-C0003130"
"sct-msh","UMNSRS_similarity","C0022116","C0022251",0.530687,0.223249,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0022116->C0728936->C0007222->C0012674->C1256741->*C0000000*<-C0022251<-C0282212"
"sct-msh","UMNSRS_similarity","C0003128","C0040485",0.560824,0.346603,0.477078,0.142857,0.048681,0.75,"C0000000|C1290853|C1302710|C0263978",NA,"C1302710","C1290853=C0003128->C0029928->C1302710->*C1290853*<-C0040485<-C1290145<-C0558385|C0263978=C0003128->C0029928->C1290864->*C0263978*<-C0040485<-C0009917<-C1533847|C0000000=C0003128->C0029928->C1302710->C0277538->*C0000000*<-C0040485<-C0949445|C1302710=C0003128->C0029928->*C1302710*<-C0040485<-C0393593<-C0015371<-C0006111"
"sct-msh","UMNSRS_similarity","C0041296","C0019079",0.687124,0.526421,0.777713,0.25,0.111841,0.903226,"C0024115",NA,"C0024115","C0024115=C0041296->C0041327->*C0024115*<-C0019079"
"sct-msh","UMNSRS_similarity","C0232197","C0002962",0.636763,0.463804,0.702603,0.2,0.083716,0.866667,"C0018799",NA,"C0018799","C0018799=C0232197->C0003811->*C0018799*<-C0002962<-C0151744"
"sct-msh","UMNSRS_similarity","C0020676","C0557875",0.595614,0.219269,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0020676->C0700502->*C0000000*<-C0557875<-C0015672<-C0695252"
"sct-msh","UMNSRS_similarity","C0039128","C0497327",0.560824,0.333475,0.399164,0.142857,0.045813,0.7,"C0012634|C0000000",NA,"C0012634","C0012634=C0039128->C0036916->C0009450->*C0012634*<-C0497327<-C0029227<-C0004936|C0000000=C0039128->C0036916->C0042769->C0153114->*C0000000*<-C0497327<-C0154338"
"sct-msh","UMNSRS_similarity","C0079083","C0061851",0.595614,0.302719,0.320325,0.166667,0.039737,0.736842,"C1320237|C0013227|C1258064",NA,"C1320237","C0013227=C0079083->C0003392->*C0013227*<-C0061851<-C0003297<-C0017173|C1258064=C0079083->C0003392->*C1258064*<-C0061851<-C0003297<-C0017173|C1320237=C0079083->C0206135->C0303489->*C1320237*<-C0061851<-C0360055"
"sct-msh","UMNSRS_similarity","C0013132","C0085593",0.595614,0.212215,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0013132->C1456208->*C0000000*<-C0085593<-C0424789<-C0029625"
"sct-msh","UMNSRS_similarity","C0003864","C0231236",0.480325,0.314555,0.309433,0.1,0.041973,0.526316,"C0000000|C0012674|C0037088",NA,"C0037088","C0012674=C0003864->C0022408->C0026857->*C0012674*<-C0231236<-C1282984<-C0424575<-C1287406<-C0037088<-C0039058|C0037088=C0003864->C1285331->C1285332->C1290853->C0012634->*C0037088*<-C0231236<-C1282984<-C0424575<-C1287406|C0000000=C0003864->C0574941->C0375492->*C0000000*<-C0231236<-C1282984<-C0424575<-C1287406<-C0037088<-C2720507"
"sct-msh","UMNSRS_similarity","C0011847","C0032617",0,0.35671,0,0,0,0,"",NA,"",""
"sct-msh","UMNSRS_similarity","C0019079","C0018926",0.687124,0.507184,0.763273,0.25,0.102319,0.914286,"C0019080|C1689949",NA,"C0019080","C0019080=C0019079->*C0019080*<-C0018926<-C0017181|C1689949=C0019079->C0037090->*C1689949*<-C0018926"
"sct-msh","UMNSRS_similarity","C0033687","C0065374",0.530687,0.232061,0.056249,0.125,0.028658,0.363636,"C2720507",NA,"C2720507","C2720507=C0033687->C0752303->C0037088->*C2720507*<-C0065374<-C0007209<-C0007220<-C0013227"
"sct-msh","UMNSRS_similarity","C0013132","C0023570",0.530687,0.216048,0,0.125,0,0.222222,"C0000000",NA,"C0000000","C0000000=C0013132->C1456208->*C0000000*<-C0023570<-C0003405<-C0007680<-C0013227<-C2720507"
"sct-msh","UMNSRS_similarity","C0030232","C0001924",0.530687,0.248289,0.0605,0.125,0.030892,0.363636,"C2720507",NA,"C2720507","C2720507=C0030232->C0037285->C0037088->*C2720507*<-C0001924<-C0033684<-C2979985<-C0013227"
"sct-msh","UMNSRS_similarity","C0039128","C0018081",0.752052,0.755676,0.940067,0.333333,0.322972,0.944444,"C0036916|C0036917",NA,"C0036917","C0036917=C0039128->*C0036917*<-C0018081|C0036916=C0039128->*C0036916*<-C0018081"
"sct-msh","UMNSRS_similarity","C0086543","C0231655",0.530687,0.29269,0.287385,0.125,0.037936,0.588235,"C0000000|C0037088",NA,"C0037088","C0037088=C0086543->C0154777->C1285162->C0012634->*C0037088*<-C0231655<-C0037011<-C0030193|C0000000=C0086543->C0154777->C0271005->*C0000000*<-C0231655<-C0037011<-C0030193<-C0029625"
"sct-msh","UMNSRS_similarity","C0014544","C0024002",0.504104,0.243289,0.059158,0.111111,0.030186,0.333333,"C2720507",NA,"C2720507","C2720507=C0014544->C0036572->C0027854->C0037088->*C2720507*<-C0024002<-C0003297<-C0017173<-C0013227"
"sct-msh","UMNSRS_similarity","C0001416","C0038450",0.595614,0.239741,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0001416->*C0000000*<-C0038450<-C0035234<-C0037090<-C0159057"
"sct-msh","UMNSRS_similarity","C0018834","C0015620",0.530687,0.224414,0.054348,0.125,0.027662,0.363636,"C2720507",NA,"C2720507","C2720507=C0018834->C0037089->C0037088->*C2720507*<-C0015620<-C0003216<-C0017173<-C0013227"
"sct-msh","UMNSRS_similarity","C0149651","C0213771",0.480325,0.222636,0.053915,0.1,0.027436,0.307692,"C2720507",NA,"C2720507","C2720507=C0149651->C1265981->C0332447->C1260954->C1268086->*C2720507*<-C0213771<-C0006280<-C0282686<-C0013227"
"sct-msh","UMNSRS_similarity","C0004096","C0451641",0.595614,0.344713,0.447732,0.166667,0.048257,0.814815,"C1285159",NA,"C1285159","C1285159=C0004096->C0035204->*C1285159*<-C0451641<-C0042075<-C0080276"
"sct-msh","UMNSRS_similarity","C0040038","C0043031",0.504104,0.23949,0.058158,0.111111,0.02966,0.333333,"C2720507",NA,"C2720507","C2720507=C0040038->C0040053->C1285556->C1298232->*C2720507*<-C0043031<-C0003280<-C0018938<-C0013227"
"sct-msh","UMNSRS_similarity","C0232197","C0018520",0.560824,0.274631,0.246381,0.142857,0.034895,0.571429,"C0039058",NA,"C0039058","C0039058=C0232197->C0003811->C0030660->*C0039058*<-C0018520<-C0037089<-C0037088"
"sct-msh","UMNSRS_similarity","C0178664","C0033687",0.595614,0.481269,0.721763,0.166667,0.09076,0.83871,"C0042075|C0037088",NA,"C0042075","C0037088=C0178664->C1285162->C0012634->*C0037088*<-C0033687<-C0752303|C0042075=C0178664->C0268731->C0268701->*C0042075*<-C0033687<-C0042035"
"sct-msh","UMNSRS_similarity","C0028734","C0011847",0,0.354807,0,0,0,0,"",NA,"",""
"sct-msh","UMNSRS_similarity","C0036572","C0357929",0.595614,0.245106,0.059643,0.166667,0.030441,0.444444,"C2720507",NA,"C2720507","C2720507=C0036572->C0027854->C0037088->*C2720507*<-C0357929<-C0013227"
"sct-msh","UMNSRS_similarity","C0231655","C0025587",0.752052,0.924129,0.988805,0.333333,0.704009,0.954545,"C0151825",NA,"C0151825","C0151825=C0231655->*C0151825*<-C0025587"
"sct-msh","UMNSRS_similarity","C0002144","C0009262",0.752052,0.577118,0.828394,0.333333,0.141401,0.909091,"C0018100",NA,"C0018100","C0018100=C0002144->*C0018100*<-C0009262"
"sct-msh","UMNSRS_similarity","C0018995","C0003862",0.530687,0.309752,0.363982,0.125,0.041051,0.740741,"C0037088|C0159135",NA,"C0159135","C0037088=C0018995->C0025534->C0025521->C0019247->C0012634->*C0037088*<-C0003862<-C0030193|C0159135=C0018995->C0282193->C0342950->*C0159135*<-C0003862<-C0022408<-C0026857<-C1285159"
"sct-msh","UMNSRS_similarity","C0002403","C0874161",0.752052,0.440182,0.65935,0.333333,0.07505,0.9,"C0003451",NA,"C0003451","C0003451=C0002403->*C0003451*<-C0874161"
"sct-msh","UMNSRS_similarity","C0025289","C0007561",0.504104,0.223627,0,0.111111,0,0.2,"C0000000",NA,"C0000000","C0000000=C0025289->C0007684->C0029784->*C0000000*<-C0007561<-C0279516<-C0003204<-C0013227<-C2720507"
"sct-msh","UMNSRS_similarity","C0027121","C0286651",0.504104,0.235485,0.06187,0.111111,0.029116,0.333333,"C0000000|C1256741",NA,"C1256741","C0000000=C0027121->C1285332->C1290884->C0277538->*C0000000*<-C0286651<-C0019227<-C0015684<-C0002052|C1256741=C0027121->C1533847->C0026857->C0012674->*C1256741*<-C0286651<-C0034325<-C0019398<-C0007995"
"sct-msh","UMNSRS_similarity","C0032285","C0010520",0.560824,0.295371,0.24696,0.142857,0.038409,0.5,"C0000000|C0012674",NA,"C0012674","C0012674=C0032285->C0024115->C0035242->*C0012674*<-C0010520<-C0037088<-C0039058|C0000000=C0032285->C1290890->C0869452->*C0000000*<-C0010520<-C0037088<-C2720507"
"sct-msh","UMNSRS_similarity","C0040038","C0039070",0.687124,0.431666,0.630781,0.25,0.072152,0.888889,"C0007222",NA,"C0007222","C0007222=C0040038->C0728936->*C0007222*<-C0039070"
"sct-msh","UMNSRS_similarity","C0009090","C0017887",0.504104,0.21434,0,0.111111,0,0.2,"C0000000",NA,"C0000000","C0000000=C0009090->C0037822->C0023015->C0236826->C0338980->*C0000000*<-C0017887<-C0042402<-C0042394"
"sct-msh","UMNSRS_similarity","C0040034","C0003864",0.595614,0.247646,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0040034->C0159073->*C0000000*<-C0003864<-C0574941<-C0375492"
"sct-msh","UMNSRS_similarity","C0039070","C0004147",0.504104,0.229697,0.060289,0.111111,0.028346,0.333333,"C0000000|C1256741",NA,"C1256741","C0000000=C0039070->C0041657->C0221540->*C0000000*<-C0004147<-C0003195<-C0007220<-C0013227<-C2720507|C1256741=C0039070->C0007222->C0012674->*C1256741*<-C0004147<-C0003195<-C0007220<-C0013227<-C0007995"
"sct-msh","UMNSRS_similarity","C0040822","C0023570",0.504104,0.232088,0.056256,0.111111,0.028662,0.333333,"C2720507",NA,"C2720507","C2720507=C0040822->C0427086->C1689949->C0037088->*C2720507*<-C0023570<-C0003405<-C0007680<-C0013227"
"sct-msh","UMNSRS_similarity","C0014544","C0003126",0.595614,0.435973,0.639467,0.166667,0.073603,0.83871,"C0027854|C1320354|C0000000",NA,"C0027854","C1320354=C0014544->C0576471->*C1320354*<-C0003126<-C1269534<-C0578002|C0000000=C0014544->C0154721->*C0000000*<-C0003126<-C0553757<-C0495689|C0027854=C0014544->C0036572->*C0027854*<-C0003126<-C0553757<-C0036659"
"sct-msh","UMNSRS_similarity","C0085631","C0040165",0.480325,0.235764,0.057193,0.1,0.029153,0.307692,"C2720507|C0000000",NA,"C2720507","C2720507=C0085631->C0013384->C0027854->C0037088->*C2720507*<-C0040165<-C0279175<-C0019928<-C0360511<-C0013227|C0000000=C0085631->C0302371->*C0000000*<-C0040165<-C0279175<-C0019928<-C0360511<-C0013227<-C2720507"
"sct-msh","UMNSRS_similarity","C0003128","C0013911",0.530687,0.307972,0.369991,0.125,0.040715,0.740741,"C0012634|C0000000|C0159135",NA,"C0012634","C0012634=C0003128->C0029928->C1302710->C1290853->*C0012634*<-C0013911<-C0086588<-C1285162|C0159135=C0003128->C0029928->C0018050->C0014130->*C0159135*<-C0013911<-C0086588<-C1285162|C0000000=C0003128->C0029928->C1302710->C0277538->*C0000000*<-C0013911<-C0043096<-C0159043"
"sct-msh","UMNSRS_similarity","C0041834","C0031507",0.560824,0.244273,0.05942,0.142857,0.030324,0.4,"C2720507",NA,"C2720507","C2720507=C0041834->C0037088->*C2720507*<-C0031507<-C0003286<-C0007680<-C0013227"
"sct-msh","UMNSRS_similarity","C0011175","C0006840",0.560824,0.320914,0.384672,0.142857,0.043226,0.7,"C0012634|C0000000|C0012674",NA,"C0012634","C0012674=C0011175->C0030660->C0039058->*C0012674*<-C0006840<-C0026946<-C0004615|C0012634=C0011175->C0043065->C0025517->*C0012634*<-C0006840<-C0026946<-C0009450|C0000000=C0011175->C0267995->C0868890->*C0000000*<-C0006840<-C0026946<-C0029511"
"sct-msh","UMNSRS_similarity","C0034642","C0034880",0.595614,0.212497,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0034642->C0159056->*C0000000*<-C0034880<-C0260662<-C0438989"
"sct-msh","UMNSRS_similarity","C0010137","C0001443",0.687124,0.431516,0.613659,0.25,0.072101,0.857143,"C0002771",NA,"C0002771","C0002771=C0010137->C0003209->*C0002771*<-C0001443"
"sct-msh","UMNSRS_similarity","C0018681","C0000970",0.560824,0.245567,0.059766,0.142857,0.030506,0.4,"C2720507",NA,"C2720507","C2720507=C0018681->C0030193->C0037088->*C2720507*<-C0000970<-C0003419<-C0013227"
"sct-msh","UMNSRS_similarity","C0003864","C0025587",0.752052,0.470304,0.679556,0.333333,0.086271,0.928571,"C0022408",NA,"C0022408","C0022408=C0003864->*C0022408*<-C0025587"
"sct-msh","UMNSRS_similarity","C0041834","C0040822",0.636763,0.300614,0.295257,0.2,0.039352,0.714286,"C0037088",NA,"C0037088","C0037088=C0041834->*C0037088*<-C0040822<-C0427086<-C1689949"
"sct-msh","UMNSRS_similarity","C0028754","C0037384",0.636763,0.281722,0.276718,0.2,0.036059,0.714286,"C0037088",NA,"C0037088","C0037088=C0028754->C0012634->*C0037088*<-C0037384<-C0037090"
"sct-msh","UMNSRS_similarity","C0013404","C0010520",0.687124,0.299185,0.293827,0.25,0.039093,0.769231,"C0037088",NA,"C0037088","C0037088=C0013404->C0037090->*C0037088*<-C0010520"
"sct-msh","UMNSRS_similarity","C0041948","C0027497",0.595614,0.292275,0.286977,0.166667,0.037863,0.666667,"C0037088",NA,"C0037088","C0037088=C0041948->C0025517->C0012634->*C0037088*<-C0027497<-C0037089"
"sct-msh","UMNSRS_similarity","C0242453","C0392071",0.752052,0.664396,0.900796,0.333333,0.211732,0.941176,"C0033575",NA,"C0033575","C0033575=C0242453->*C0033575*<-C0392071"
"sct-msh","UMNSRS_similarity","C0019045","C0030193",0.595614,0.332441,0.32822,0.166667,0.045594,0.666667,"C0037088",NA,"C0037088","C0037088=C0019045->C0221016->C1533163->C0012634->*C0037088*<-C0030193"
"sct-msh","UMNSRS_similarity","C0009421","C0020456",0.595614,0.226607,0,0.166667,0,0.285714,"C0000000",NA,"C0000000","C0000000=C0009421->C0041657->C0221540->*C0000000*<-C0020456<-C0029481"
"sct-msh","UMNSRS_similarity","C1883552","C0013911",0.504104,0.216234,0,0.111111,0,0.2,"C0000000",NA,"C0000000","C0000000=C1883552->C0442795->C0442719->C1285164->C2720507->*C0000000*<-C0013911<-C0043096<-C0159043"
"sct-msh","UMNSRS_similarity","C0232471","C0020175",0,0.357385,0,0,0,0,"",NA,"",""
"sct-msh","UMNSRS_similarity","C0013404","C0213771",0.530687,0.231095,0.056005,0.125,0.02853,0.363636,"C2720507",NA,"C2720507","C2720507=C0013404->C0037090->C0037088->*C2720507*<-C0213771<-C0006280<-C0282686<-C0013227"
"sct-msh","UMNSRS_similarity","C0242339","C0032143",0.480325,0.242403,0.063812,0.1,0.030063,0.307692,"C2720507|C1256741",NA,"C1256741","C2720507=C0242339->C0154251->C0025517->C0012634->C0037088->*C2720507*<-C0032143<-C0016018<-C0018938<-C0013227|C1256741=C0242339->C0154251->C0025517->C0028715->C0012674->*C1256741*<-C0032143<-C0005789<-C0005515<-C0007995"
"sct-msh","UMNSRS_similarity","C0023530","C0220892",0.439176,0.226766,0.059504,0.083333,0.027965,0.266667,"C0000000|C2720507|C1256741",NA,"C1256741","C2720507=C0023530->C0023510->C0018939->C1285556->C1298232->*C2720507*<-C0220892<-C0030842<-C0026458<-C0279516<-C0003204<-C0013227|C1256741=C0023530->C0023510->C0018939->C0018981->C0012674->*C1256741*<-C0220892<-C0030842<-C0282215<-C0038776<-C0021521<-C0007995|C0000000=C0023530->C0580531->C0159073->*C0000000*<-C0220892<-C0030842<-C0026458<-C0279516<-C0003204<-C0013227<-C2720507"
"sct-msh","UMNSRS_similarity","C0025289","C0025287",0.752052,0.596438,0.846237,0.333333,0.154619,0.933333,"C0154728",NA,"C0154728","C0154728=C0025289->*C0154728*<-C0025287"
"sct-msh","UMNSRS_similarity","C1883552","C0017687",0.530687,0.23352,0.056619,0.125,0.028852,0.363636,"C2720507",NA,"C2720507","C2720507=C1883552->C0442795->C0442719->C1285164->*C2720507*<-C0017687<-C0017173<-C0013227"
"sct-msh","UMNSRS_similarity","C0009806","C0042523",0.530687,0.235252,0.057062,0.125,0.029084,0.363636,"C2720507|C0000000",NA,"C2720507","C2720507=C0009806->C0037089->C0037088->*C2720507*<-C0042523<-C0042402<-C0007220<-C0013227|C0000000=C0009806->C0009373->C0021831->C0266806->*C0000000*<-C0042523<-C0042402<-C0042394"
"sct-msh","UMNSRS_similarity","C0232197","C0004147",0.458814,0.228569,0.059986,0.090909,0.028199,0.285714,"C2720507|C1256741",NA,"C1256741","C2720507=C0232197->C0003811->C0030660->C1444750->C0449234->C0332280->*C2720507*<-C0004147<-C0003195<-C0007220<-C0013227|C1256741=C0232197->C0003811->C0018799->C0007222->C0012674->*C1256741*<-C0004147<-C0003195<-C0007220<-C0013227<-C0007995"
"sct-msh","UMNSRS_similarity","C0018021","C0042384",0.595614,0.36678,0.468872,0.166667,0.053443,0.782609,"C0263978",NA,"C0263978","C0263978=C0018021->C0040128->C0558385->*C0263978*<-C0042384<-C0042373"
"sct-msh","UMNSRS_similarity","C0028734","C0004899",0.504104,0.210499,0,0.111111,0,0.2,"C0000000",NA,"C0000000","C0000000=C0028734->C0574785->C0159064->*C0000000*<-C0004899<-C0021267<-C0039426<-C1256750<-C1256741"
"sct-msh","UMNSRS_similarity","C0020550","C0029456",0.595614,0.386206,0.546091,0.166667,0.058468,0.827586,"C0026857",NA,"C0026857","C0026857=C0020550->C0040128->C0558385->*C0026857*<-C0029456<-C0005940"
"sct-msh","UMNSRS_similarity","C0242339","C0020473",0.843562,0.884803,0.978881,0.5,0.586915,0.96,"C0242339",NA,"C0242339","C0242339=C0242339*<-C0020473"
"sct-msh","UMNSRS_similarity","C0030232","C0948786",0,0.360607,0,0,0,0,"",NA,"",""
"sct-msh","UMNSRS_similarity","C0393080","C0016365",0.687124,0.294575,0.311851,0.25,0.038268,0.823529,"C1320237",NA,"C1320237","C1320237=C0393080->C0360380->*C1320237*<-C0016365"
"sct-msh","UMNSRS_similarity","C0019079","C0033603",0.530687,0.230147,0.055767,0.125,0.028406,0.363636,"C2720507",NA,"C2720507","C2720507=C0019079->C0019080->C0037088->*C2720507*<-C0033603<-C0304941<-C0018938<-C0013227"
"sct-msh","UMNSRS_similarity","C0024902","C0013456",0.752052,0.518659,0.777641,0.333333,0.107897,0.933333,"C0030193",NA,"C0030193","C0030193=C0024902->*C0030193*<-C0013456"
"sct-msh","UMNSRS_similarity","C0034642","C0016860",0.504104,0.228166,0.055273,0.111111,0.028146,0.333333,"C2720507",NA,"C2720507","C2720507=C0034642->C0035234->C0037090->C0037088->*C2720507*<-C0016860<-C0012798<-C0035064<-C0013227"
"sct-msh","UMNSRS_similarity","C0002871","C0043031",0.504104,0.250636,0.06114,0.111111,0.031229,0.333333,"C2720507",NA,"C2720507","C2720507=C0002871->C0018939->C1285556->C1298232->*C2720507*<-C0043031<-C0003280<-C0018938<-C0013227"
"sct-msh","UMNSRS_similarity","C0023570","C0006982",0.752052,0.756647,0.942665,0.333333,0.324426,0.941176,"C0003405|C0013036|C0013023",NA,"C0013023","C0013023=C0023570->*C0013023*<-C0006982|C0013036=C0023570->*C0013036*<-C0006982|C0003405=C0023570->*C0003405*<-C0006982"
"sct-msh","UMNSRS_similarity","C0011603","C0995182",0,0.420039,0,0,0,0,"",NA,"",""
"sct-msh","UMNSRS_similarity","C0009187","C0025815",0.480325,0.242846,0.063938,0.1,0.030124,0.307692,"C1256741",NA,"C1256741","C1256741=C0009187->C0033740->C0030499->C0012674->*C1256741*<-C0025815<-C0033006<-C0038317<-C0029224<-C0007995"
"sct-msh","UMNSRS_similarity","C0557875","C0751229",0,0.357385,0,0,0,0,"",NA,"",""
"sct-msh","UMNSRS_similarity","C0032617","C0162275",0.687124,0.48776,0.739007,0.25,0.093527,0.823529,"C0426391",NA,"C0426391","C0426391=C0032617->C0577197->*C0426391*<-C0162275"
"sct-msh","UMNSRS_similarity","C0040460","C0004134",0.595614,0.418804,0.619537,0.166667,0.067984,0.83871,"C0027854",NA,"C0027854","C0027854=C0040460->C0015468->C0030193->*C0027854*<-C0004134<-C0013384"
"sct-msh","UMNSRS_similarity","C0024730","C0000970",0.687124,0.302034,0.286634,0.25,0.039611,0.823529,"C0013227",NA,"C0013227","C0013227=C0024730->*C0013227*<-C0000970<-C0003419"
"sct-msh","UMNSRS_similarity","C0029877","C0025287",0.595614,0.416361,0.616676,0.166667,0.06722,0.83871,"C0027854|C1285159",NA,"C0027854","C1285159=C0029877->C1285333->*C1285159*<-C0025287<-C0027854<-C0027765|C0027854=C0029877->C0013447->C0260662->C0036659->*C0027854*<-C0025287"
"sct-msh","UMNSRS_similarity","C0009024","C0085208",0.530687,0.226431,0.054843,0.125,0.027921,0.363636,"C2720507",NA,"C2720507","C2720507=C0009024->C0427194->C1290906->C0037088->*C2720507*<-C0085208<-C1629845<-C0013227"
"sct-msh","UMNSRS_similarity","C0002871","C0070166",0.504104,0.247855,0.060383,0.111111,0.03083,0.333333,"C2720507",NA,"C2720507","C2720507=C0002871->C0018939->C1285556->C1298232->*C2720507*<-C0070166<-C0032177<-C0018938<-C0013227"
"sct-msh","UMNSRS_similarity","C0016157","C0074554",0.636763,0.566354,0.813091,0.2,0.134532,0.818182,"C0003367",NA,"C0003367","C0003367=C0016157->C0354657->*C0003367*<-C0074554<-C0360714"
"sct-msh","UMNSRS_similarity","C0028734","C0001962",0.530687,0.257199,0.062965,0.125,0.032192,0.363636,"C2720507|C0000000",NA,"C2720507","C2720507=C0028734->C0574785->C0752303->C0037088->*C2720507*<-C0001962<-C0358214<-C0013227|C0000000=C0028734->C0574785->C0159064->*C0000000*<-C0001962<-C0358214<-C0013227<-C2720507"
